Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Strike Arabia League: Season 1,GCC and Iraq,Round 13,Fraggerz vs Lusail Esports,Fraggerz,Lusail Esports,0,2,Lusail Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 12,La7zag Esports vs Team Gravity,La7zag Esports,Team Gravity,2,1,La7zag Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 12,ONE SHOT Esports vs E9Sports,ONE SHOT Esports,E9Sports,1,2,E9Sports won
Strike Arabia League: Season 1,Levant and North Africa,Round 12,Team Majesty vs Anubis Gaming,Team Majesty,Anubis Gaming,1,2,Anubis Gaming won
Strike Arabia League: Season 1,GCC and Iraq,Round 9,Fraggerz vs Digger Esports,Fraggerz,Digger Esports,2,0,Fraggerz won
Strike Arabia League: Season 1,GCC and Iraq,Round 9,YaLLa Esports vs Tuwaiq Esports Club,YaLLa Esports,Tuwaiq Esports Club,2,1,YaLLa Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 10,E9Sports vs Team RA'AD,E9Sports,Team RA'AD,1,2,Team RA'AD won
Strike Arabia League: Season 1,Levant and North Africa,Round 10,Team Gravity vs Team Majesty,Team Gravity,Team Majesty,1,2,Team Majesty won
Strike Arabia League: Season 1,Levant and North Africa,Round 10,La7zag Esports vs POISON CLAN,La7zag Esports,POISON CLAN,2,0,La7zag Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 10,ONE SHOT Esports vs Anubis Gaming,ONE SHOT Esports,Anubis Gaming,0,2,Anubis Gaming won
Strike Arabia League: Season 1,GCC and Iraq,Round 12,Tuwaiq Esports Club vs Piercer Esports,Tuwaiq Esports Club,Piercer Esports,0,2,Piercer Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 14,POISON CLAN vs ONE SHOT Esports,POISON CLAN,ONE SHOT Esports,2,0,POISON CLAN won
Strike Arabia League: Season 1,Levant and North Africa,Round 14,Team RA'AD vs Team Gravity,Team RA'AD,Team Gravity,1,0,Team RA'AD won
Strike Arabia League: Season 1,Levant and North Africa,Round 14,E9Sports vs Anubis Gaming,E9Sports,Anubis Gaming,1,2,Anubis Gaming won
Strike Arabia League: Season 1,GCC and Iraq,Round 10,Piercer Esports vs Fraggerz,Piercer Esports,Fraggerz,2,1,Piercer Esports won
Strike Arabia League: Season 1,GCC and Iraq,Round 10,Tuwaiq Esports Club vs Lusail Esports,Tuwaiq Esports Club,Lusail Esports,2,0,Tuwaiq Esports Club won
Strike Arabia League: Season 1,Levant and North Africa,Round 11,POISON CLAN vs Anubis Gaming,POISON CLAN,Anubis Gaming,0,2,Anubis Gaming won
Strike Arabia League: Season 1,GCC and Iraq,Round 14,Piercer Esports vs Lusail Esports,Piercer Esports,Lusail Esports,2,1,Piercer Esports won
Strike Arabia League: Season 1,Levant and North Africa,Round 13,Team RA'AD vs Anubis Gaming,Team RA'AD,Anubis Gaming,2,1,Team RA'AD won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Upper Bracket Semifinals,KRÜ Esports vs Meta Gaming,KRÜ Esports,Meta Gaming,2,0,KRÜ Esports won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Upper Bracket Semifinals,9z Team vs ATROPELADOS,9z Team,ATROPELADOS,2,1,9z Team won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Lower Bracket Round 1,Meta Gaming vs ATROPELADOS,Meta Gaming,ATROPELADOS,0,2,ATROPELADOS won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Upper Bracket Final,KRÜ Esports vs 9z Team,KRÜ Esports,9z Team,2,0,KRÜ Esports won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Lower Bracket Final,9z Team vs ATROPELADOS,9z Team,ATROPELADOS,2,0,9z Team won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Grand Finals,KRÜ Esports vs 9z Team,KRÜ Esports,9z Team,3,1,KRÜ Esports won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Upper Bracket Semifinals,INFINITY vs Six Karma,INFINITY,Six Karma,1,2,Six Karma won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Upper Bracket Semifinals,E-Xolos LAZER vs Border Monsters,E-Xolos LAZER,Border Monsters,2,0,E-Xolos LAZER won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Lower Bracket Round 1,INFINITY vs Border Monsters,INFINITY,Border Monsters,2,0,INFINITY won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Upper Bracket Final,Six Karma vs E-Xolos LAZER,Six Karma,E-Xolos LAZER,2,0,Six Karma won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Lower Bracket Final,E-Xolos LAZER vs INFINITY,E-Xolos LAZER,INFINITY,0,2,INFINITY won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Grand Finals,Six Karma vs INFINITY,Six Karma,INFINITY,1,3,INFINITY won
Champions Tour LATAM Stage 2: Challengers Finals,Main Event,Grand Finals,KRÜ Esports vs INFINITY,KRÜ Esports,INFINITY,3,1,KRÜ Esports won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Upper Bracket Quarterfinals,Gamelanders Blue vs Liberty,Gamelanders Blue,Liberty,2,0,Gamelanders Blue won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Upper Bracket Quarterfinals,Sharks Esports vs SLICK,Sharks Esports,SLICK,2,1,Sharks Esports won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Upper Bracket Quarterfinals,FURIA vs paiN Gaming,FURIA,paiN Gaming,2,0,FURIA won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Upper Bracket Quarterfinals,Team Vikings vs INGAMING Esports,Team Vikings,INGAMING Esports,2,0,Team Vikings won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Lower Bracket Round 1,Liberty vs SLICK,Liberty,SLICK,2,0,Liberty won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Lower Bracket Round 1,paiN Gaming vs INGAMING Esports,paiN Gaming,INGAMING Esports,1,2,INGAMING Esports won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Upper Bracket Semifinals,Gamelanders Blue vs Sharks Esports,Gamelanders Blue,Sharks Esports,1,2,Sharks Esports won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Upper Bracket Semifinals,FURIA vs Team Vikings,FURIA,Team Vikings,0,2,Team Vikings won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Upper Bracket Final,Sharks Esports vs Team Vikings,Sharks Esports,Team Vikings,0,2,Team Vikings won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Lower Bracket Round 2,Gamelanders Blue vs Liberty,Gamelanders Blue,Liberty,0,2,Liberty won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Lower Bracket Round 2,FURIA vs INGAMING Esports,FURIA,INGAMING Esports,2,0,FURIA won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Lower Bracket Round 3,Liberty vs FURIA,Liberty,FURIA,0,2,FURIA won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Lower Bracket Final,Sharks Esports vs FURIA,Sharks Esports,FURIA,2,1,Sharks Esports won
Champions Tour Brazil Stage 2: Challengers Finals,Main Event,Grand Final,Team Vikings vs Sharks Esports,Team Vikings,Sharks Esports,3,1,Team Vikings won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Upper Bracket Quarterfinals,100 Thieves vs Andbox,100 Thieves,Andbox,2,0,100 Thieves won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Upper Bracket Quarterfinals,Version1 vs Sentinels,Version1,Sentinels,1,2,Sentinels won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Upper Bracket Quarterfinals,Envy vs Cloud9,Envy,Cloud9,0,2,Cloud9 won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Upper Bracket Quarterfinals,XSET vs NRG Esports,XSET,NRG Esports,0,2,NRG Esports won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Lower Bracket Round 1,Andbox vs Version1,Andbox,Version1,1,2,Version1 won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Lower Bracket Round 1,Envy vs XSET,Envy,XSET,2,1,Envy won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Upper Bracket Semifinals,100 Thieves vs Sentinels,100 Thieves,Sentinels,1,2,Sentinels won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Upper Bracket Semifinals,Cloud9 vs NRG Esports,Cloud9,NRG Esports,2,0,Cloud9 won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Lower Bracket Round 2,NRG Esports vs Version1,NRG Esports,Version1,0,2,Version1 won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Lower Bracket Round 2,100 Thieves vs Envy,100 Thieves,Envy,1,2,Envy won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Upper Bracket Final,Sentinels vs Cloud9,Sentinels,Cloud9,2,1,Sentinels won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Lower Bracket Round 3,Version1 vs Envy,Version1,Envy,2,1,Version1 won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Lower Bracket Final,Cloud9 vs Version1,Cloud9,Version1,1,2,Version1 won
Champions Tour North America Stage 2: Challengers Finals,Main Event,Grand Final,Sentinels vs Version1,Sentinels,Version1,3,0,Sentinels won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Opening (A),FunPlus Phoenix vs Gambit Esports,FunPlus Phoenix,Gambit Esports,2,0,FunPlus Phoenix won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Opening (B),BBL Esports vs Team Liquid,BBL Esports,Team Liquid,1,2,Team Liquid won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Opening (A),FNATIC vs Oxygen Esports,FNATIC,Oxygen Esports,2,0,FNATIC won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Opening (B),FUT Esports vs Guild Esports,FUT Esports,Guild Esports,0,2,Guild Esports won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Elimination (A),Gambit Esports vs BBL Esports,Gambit Esports,BBL Esports,2,0,Gambit Esports won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Elimination (B),Oxygen Esports vs FUT Esports,Oxygen Esports,FUT Esports,2,0,Oxygen Esports won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Winner's (A),FunPlus Phoenix vs Team Liquid,FunPlus Phoenix,Team Liquid,0,2,Team Liquid won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Winner's (B),FNATIC vs Guild Esports,FNATIC,Guild Esports,2,0,FNATIC won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Decider (B),Guild Esports vs Oxygen Esports,Guild Esports,Oxygen Esports,1,2,Oxygen Esports won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Decider (A),FunPlus Phoenix vs Gambit Esports,FunPlus Phoenix,Gambit Esports,0,2,Gambit Esports won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Semifinals,Team Liquid vs Oxygen Esports,Team Liquid,Oxygen Esports,2,0,Team Liquid won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Semifinals,FNATIC vs Gambit Esports,FNATIC,Gambit Esports,2,0,FNATIC won
Champions Tour Stage 2: EMEA Challengers Playoffs,Main Event,Grand Finals,Team Liquid vs FNATIC,Team Liquid,FNATIC,3,2,Team Liquid won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Upper Bracket Round 1,CERBERUS Esports vs BOOM Esports,CERBERUS Esports,BOOM Esports,0,2,BOOM Esports won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Upper Bracket Round 1,FEARUS vs 6045Pirates,FEARUS,6045Pirates,0,2,6045Pirates won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Quarterfinals,FULL SENSE vs Paper Rex,FULL SENSE,Paper Rex,1,2,Paper Rex won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Quarterfinals,X10 Esports vs CBT Gaming,X10 Esports,CBT Gaming,2,1,X10 Esports won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Quarterfinals,Bren Esports vs BOOM Esports,Bren Esports,BOOM Esports,2,0,Bren Esports won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Quarterfinals,NXL LIGAGAME vs 6045Pirates,NXL LIGAGAME,6045Pirates,0,2,6045Pirates won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Semifinals,Bren Esports vs Paper Rex,Bren Esports,Paper Rex,1,2,Paper Rex won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Semifinals,6045Pirates vs X10 Esports,6045Pirates,X10 Esports,1,2,X10 Esports won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Lower Bracket Round 1,NXL LIGAGAME vs CERBERUS Esports,NXL LIGAGAME,CERBERUS Esports,13,9,NXL LIGAGAME won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Lower Bracket Round 1,BOOM Esports vs FEARUS,BOOM Esports,FEARUS,13,5,BOOM Esports won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Lower Bracket Round 2,CBT Gaming vs NXL LIGAGAME,CBT Gaming,NXL LIGAGAME,1,13,NXL LIGAGAME won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Lower Bracket Round 2,FULL SENSE vs BOOM Esports,FULL SENSE,BOOM Esports,13,6,FULL SENSE won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Lower Bracket Round 3,Bren Esports vs NXL LIGAGAME,Bren Esports,NXL LIGAGAME,11,13,NXL LIGAGAME won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Lower Bracket Round 3,6045Pirates vs FULL SENSE,6045Pirates,FULL SENSE,7,13,FULL SENSE won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Upper Finals,Paper Rex vs X10 Esports,Paper Rex,X10 Esports,1,2,X10 Esports won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Lower Bracket Round 4,NXL LIGAGAME vs FULL SENSE,NXL LIGAGAME,FULL SENSE,0,2,FULL SENSE won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Lower Bracket Finals,Paper Rex vs FULL SENSE,Paper Rex,FULL SENSE,1,2,FULL SENSE won
Champions Tour SEA Stage 2: Challengers Finals,Main Event,Grand Final,X10 Esports vs FULL SENSE,X10 Esports,FULL SENSE,3,1,X10 Esports won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group A,Feel So Good vs Nora-Rengo,Feel So Good,Nora-Rengo,2,0,Feel So Good won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group B,NUTURN vs Team Sacrafice,NUTURN,Team Sacrafice,2,0,NUTURN won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group B,Our Finale Story vs Food Eat,Our Finale Story,Food Eat,1,2,Food Eat won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group C,Saviors vs SPEAR GAMING,Saviors,SPEAR GAMING,0,2,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group D,Mujig 100su vs Gehenna Sweepers,Mujig 100su,Gehenna Sweepers,0,2,Gehenna Sweepers won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group A,Vision Strikers vs Nora-Rengo,Vision Strikers,Nora-Rengo,2,0,Vision Strikers won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group B,NUTURN vs Food Eat,NUTURN,Food Eat,2,0,NUTURN won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group B,Team Sacrafice vs Our Finale Story,Team Sacrafice,Our Finale Story,2,1,Team Sacrafice won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group C,Rio Company vs SPEAR GAMING,Rio Company,SPEAR GAMING,2,0,Rio Company won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group D,DAMWON Gaming vs Gehenna Sweepers,DAMWON Gaming,Gehenna Sweepers,2,1,DAMWON Gaming won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group A,Vision Strikers vs Feel So Good,Vision Strikers,Feel So Good,2,0,Vision Strikers won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group B,NUTURN vs Our Finale Story,NUTURN,Our Finale Story,2,0,NUTURN won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group B,Food Eat vs Team Sacrafice,Food Eat,Team Sacrafice,2,0,Food Eat won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group C,Rio Company vs Saviors,Rio Company,Saviors,2,0,Rio Company won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group D,DAMWON Gaming vs Mujig 100su,DAMWON Gaming,Mujig 100su,2,0,DAMWON Gaming won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group E,TNL Esports vs Noble Experience,TNL Esports,Noble Experience,2,0,TNL Esports won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group E,SwioN Gaming vs I need Girlfriend,SwioN Gaming,I need Girlfriend,0,2,I need Girlfriend won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group F,GOMA vs RYU Gaming,GOMA,RYU Gaming,2,0,GOMA won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group G,F4Q vs World Game Star,F4Q,World Game Star,2,0,F4Q won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group G,FATAL vs KPM,FATAL,KPM,2,0,FATAL won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group H,TUBEPLE Gaming vs AUTOCRACY,TUBEPLE Gaming,AUTOCRACY,2,0,TUBEPLE Gaming won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group H,Sting vs Amolrang,Sting,Amolrang,2,0,Sting won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group E,TNL Esports vs I need Girlfriend,TNL Esports,I need Girlfriend,2,0,TNL Esports won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group E,Noble Experience vs SwioN Gaming,Noble Experience,SwioN Gaming,2,1,Noble Experience won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group F,GoNGo Prince vs RYU Gaming,GoNGo Prince,RYU Gaming,2,0,GoNGo Prince won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group G,F4Q vs KPM,F4Q,KPM,2,0,F4Q won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group G,World Game Star vs FATAL,World Game Star,FATAL,2,1,World Game Star won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group H,TUBEPLE Gaming vs Amolrang,TUBEPLE Gaming,Amolrang,2,0,TUBEPLE Gaming won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group H,AUTOCRACY vs Sting,AUTOCRACY,Sting,2,0,AUTOCRACY won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group F,GoNGo Prince vs GOMA,GoNGo Prince,GOMA,2,1,GoNGo Prince won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group E,TNL Esports vs SwioN Gaming,TNL Esports,SwioN Gaming,2,0,TNL Esports won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group E,I need Girlfriend vs Noble Experience,I need Girlfriend,Noble Experience,2,0,I need Girlfriend won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group G,F4Q vs FATAL,F4Q,FATAL,2,0,F4Q won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group G,KPM vs World Game Star,KPM,World Game Star,0,2,World Game Star won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group H,TUBEPLE Gaming vs Sting,TUBEPLE Gaming,Sting,2,0,TUBEPLE Gaming won
Champions Tour Korea Stage 2: Challengers,Preliminary Round,Group H,Amolrang vs AUTOCRACY,Amolrang,AUTOCRACY,0,2,AUTOCRACY won
Champions Tour Korea Stage 2: Challengers,Group Stage,Opening (A),F4Q vs I need Girlfriend,F4Q,I need Girlfriend,2,0,F4Q won
Champions Tour Korea Stage 2: Challengers,Group Stage,Opening (A),Vision Strikers vs World Game Star,Vision Strikers,World Game Star,2,1,Vision Strikers won
Champions Tour Korea Stage 2: Challengers,Group Stage,Opening (B),DAMWON Gaming vs Food Eat,DAMWON Gaming,Food Eat,2,0,DAMWON Gaming won
Champions Tour Korea Stage 2: Challengers,Group Stage,Opening (B),NUTURN vs AUTOCRACY,NUTURN,AUTOCRACY,2,0,NUTURN won
Champions Tour Korea Stage 2: Challengers,Group Stage,Opening (C),GoNGo Prince vs Feel So Good,GoNGo Prince,Feel So Good,2,0,GoNGo Prince won
Champions Tour Korea Stage 2: Challengers,Group Stage,Opening (C),Rio Company vs SPEAR GAMING,Rio Company,SPEAR GAMING,2,0,Rio Company won
Champions Tour Korea Stage 2: Challengers,Group Stage,Opening (D),TNL Esports vs Gehenna Sweepers,TNL Esports,Gehenna Sweepers,2,0,TNL Esports won
Champions Tour Korea Stage 2: Challengers,Group Stage,Opening (D),TUBEPLE Gaming vs GOMA,TUBEPLE Gaming,GOMA,2,0,TUBEPLE Gaming won
Champions Tour Korea Stage 2: Challengers,Group Stage,Elimination (A),I need Girlfriend vs World Game Star,I need Girlfriend,World Game Star,2,0,I need Girlfriend won
Champions Tour Korea Stage 2: Challengers,Group Stage,Winner's (A),F4Q vs Vision Strikers,F4Q,Vision Strikers,2,1,F4Q won
Champions Tour Korea Stage 2: Challengers,Group Stage,Elimination (B),Food Eat vs AUTOCRACY,Food Eat,AUTOCRACY,0,2,AUTOCRACY won
Champions Tour Korea Stage 2: Challengers,Group Stage,Winner's (B),DAMWON Gaming vs NUTURN,DAMWON Gaming,NUTURN,0,2,NUTURN won
Champions Tour Korea Stage 2: Challengers,Group Stage,Elimination (C),Feel So Good vs SPEAR GAMING,Feel So Good,SPEAR GAMING,1,2,SPEAR GAMING won
Champions Tour Korea Stage 2: Challengers,Group Stage,Winner's (C),GoNGo Prince vs Rio Company,GoNGo Prince,Rio Company,1,2,Rio Company won
Champions Tour Korea Stage 2: Challengers,Group Stage,Elimination (D),Gehenna Sweepers vs GOMA,Gehenna Sweepers,GOMA,0,2,GOMA won
Champions Tour Korea Stage 2: Challengers,Group Stage,Winner's (D),TNL Esports vs TUBEPLE Gaming,TNL Esports,TUBEPLE Gaming,2,0,TNL Esports won
