Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,XSET vs Cloud9,XSET,Cloud9,1,2,Cloud9 won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,Rise vs Version1,Rise,Version1,0,2,Version1 won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,NRG Esports vs OpTic Gaming,NRG Esports,OpTic Gaming,0,2,OpTic Gaming won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,100 Thieves vs The Guard,100 Thieves,The Guard,1,2,The Guard won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Cloud9 vs Evil Geniuses,Cloud9,Evil Geniuses,2,1,Cloud9 won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Knights vs Rise,Knights,Rise,2,0,Knights won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Sentinels vs OpTic Gaming,Sentinels,OpTic Gaming,1,2,OpTic Gaming won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,The Guard vs XSET,The Guard,XSET,2,1,The Guard won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Luminosity vs 100 Thieves,Luminosity,100 Thieves,2,1,Luminosity won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Version1 vs NRG Esports,Version1,NRG Esports,2,1,Version1 won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,Rise vs Sentinels,Rise,Sentinels,1,2,Sentinels won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,Evil Geniuses vs The Guard,Evil Geniuses,The Guard,0,2,The Guard won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,Luminosity vs Cloud9,Luminosity,Cloud9,0,2,Cloud9 won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,NRG Esports vs Knights,NRG Esports,Knights,1,2,Knights won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,100 Thieves vs XSET,100 Thieves,XSET,1,2,XSET won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,OpTic Gaming vs Version1,OpTic Gaming,Version1,1,2,Version1 won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,Cloud9 vs The Guard,Cloud9,The Guard,2,1,Cloud9 won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,NRG Esports vs Rise,NRG Esports,Rise,2,0,NRG Esports won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,100 Thieves vs Evil Geniuses,100 Thieves,Evil Geniuses,2,0,100 Thieves won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,XSET vs Luminosity,XSET,Luminosity,2,0,XSET won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,Sentinels vs Version1,Sentinels,Version1,0,2,Version1 won
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,OpTic Gaming vs Knights,OpTic Gaming,Knights,2,0,OpTic Gaming won
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Cloud9 vs Knights,Cloud9,Knights,2,1,Cloud9 won
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,OpTic Gaming vs XSET,OpTic Gaming,XSET,2,1,OpTic Gaming won
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Version1 vs Luminosity,Version1,Luminosity,1,2,Luminosity won
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,The Guard vs Sentinels,The Guard,Sentinels,2,0,The Guard won
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Cloud9 vs OpTic Gaming,Cloud9,OpTic Gaming,1,2,OpTic Gaming won
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Luminosity vs The Guard,Luminosity,The Guard,0,2,The Guard won
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 1,Knights vs XSET,Knights,XSET,0,2,XSET won
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 1,Version1 vs Sentinels,Version1,Sentinels,2,1,Version1 won
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 2,Luminosity vs XSET,Luminosity,XSET,0,2,XSET won
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 2,Cloud9 vs Version1,Cloud9,Version1,2,1,Cloud9 won
Champions Tour North America Stage 1: Challengers,Main Event,Upper Final,OpTic Gaming vs The Guard,OpTic Gaming,The Guard,2,0,OpTic Gaming won
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 3,XSET vs Cloud9,XSET,Cloud9,1,2,Cloud9 won
Champions Tour North America Stage 1: Challengers,Main Event,Lower Final,The Guard vs Cloud9,The Guard,Cloud9,3,0,The Guard won
Champions Tour North America Stage 1: Challengers,Main Event,Grand Final,OpTic Gaming vs The Guard,OpTic Gaming,The Guard,2,3,The Guard won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 1,Team Liquid vs Gambit Esports,Team Liquid,Gambit Esports,0,2,Gambit Esports won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 1,G2 Esports vs FNATIC,G2 Esports,FNATIC,1,2,FNATIC won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 1,FunPlus Phoenix vs BIG,FunPlus Phoenix,BIG,2,1,FunPlus Phoenix won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 1,Papara SuperMassive vs Acend,Papara SuperMassive,Acend,0,2,Acend won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 1,Natus Vincere vs LDN UTD,Natus Vincere,LDN UTD,2,0,Natus Vincere won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 1,BBL Esports vs Guild Esports,BBL Esports,Guild Esports,0,2,Guild Esports won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 2,FunPlus Phoenix vs Gambit Esports,FunPlus Phoenix,Gambit Esports,2,1,FunPlus Phoenix won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 2,Guild Esports vs Acend,Guild Esports,Acend,2,1,Guild Esports won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 2,LDN UTD vs BIG,LDN UTD,BIG,2,1,LDN UTD won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 2,BBL Esports vs FNATIC,BBL Esports,FNATIC,0,2,FNATIC won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 2,G2 Esports vs Papara SuperMassive,G2 Esports,Papara SuperMassive,2,0,G2 Esports won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 2,Natus Vincere vs Team Liquid,Natus Vincere,Team Liquid,1,2,Team Liquid won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 4,BBL Esports vs Papara SuperMassive,BBL Esports,Papara SuperMassive,2,0,BBL Esports won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 4,G2 Esports vs Acend,G2 Esports,Acend,1,2,Acend won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 4,LDN UTD vs Team Liquid,LDN UTD,Team Liquid,0,2,Team Liquid won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Papara SuperMassive vs FNATIC,Papara SuperMassive,FNATIC,0,2,FNATIC won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,G2 Esports vs BBL Esports,G2 Esports,BBL Esports,2,0,G2 Esports won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Guild Esports vs Papara SuperMassive,Guild Esports,Papara SuperMassive,2,1,Guild Esports won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,FunPlus Phoenix vs Team Liquid,FunPlus Phoenix,Team Liquid,2,0,FunPlus Phoenix won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Acend vs FNATIC,Acend,FNATIC,0,2,FNATIC won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,Natus Vincere vs BIG,Natus Vincere,BIG,2,1,Natus Vincere won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,LDN UTD vs FunPlus Phoenix,LDN UTD,FunPlus Phoenix,2,1,LDN UTD won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,G2 Esports vs Guild Esports,G2 Esports,Guild Esports,2,0,G2 Esports won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,BIG vs Team Liquid,BIG,Team Liquid,0,2,Team Liquid won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,BBL Esports vs Acend,BBL Esports,Acend,2,1,BBL Esports won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 3,Natus Vincere vs M3 Champions,Natus Vincere,M3 Champions,0,2,M3 Champions won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 4,Guild Esports vs FNATIC,Guild Esports,FNATIC,1,2,FNATIC won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 4,BIG vs M3 Champions,BIG,M3 Champions,0,2,M3 Champions won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 4,Natus Vincere vs FunPlus Phoenix,Natus Vincere,FunPlus Phoenix,1,2,FunPlus Phoenix won
Champions Tour Stage 1: EMEA Challengers,Group Stage,Week 5,M3 Champions vs LDN UTD,M3 Champions,LDN UTD,2,0,M3 Champions won
Champions Tour Stage 1: EMEA Challengers,Playoffs,Upper Round 1,M3 Champions vs Guild Esports,M3 Champions,Guild Esports,2,0,M3 Champions won
Champions Tour Stage 1: EMEA Challengers,Playoffs,Upper Round 1,G2 Esports vs Team Liquid,G2 Esports,Team Liquid,1,2,Team Liquid won
Champions Tour Stage 1: EMEA Challengers,Playoffs,Upper Semifinals,FNATIC vs M3 Champions,FNATIC,M3 Champions,2,1,FNATIC won
Champions Tour Stage 1: EMEA Challengers,Playoffs,Upper Semifinals,FunPlus Phoenix vs Team Liquid,FunPlus Phoenix,Team Liquid,2,0,FunPlus Phoenix won
Champions Tour Stage 1: EMEA Challengers,Playoffs,Lower Round 1,M3 Champions vs G2 Esports,M3 Champions,G2 Esports,0,2,G2 Esports won
Champions Tour Stage 1: EMEA Challengers,Playoffs,Lower Round 1,Team Liquid vs Guild Esports,Team Liquid,Guild Esports,2,0,Team Liquid won
Champions Tour Stage 1: EMEA Challengers,Playoffs,Upper Final,FNATIC vs FunPlus Phoenix,FNATIC,FunPlus Phoenix,0,2,FunPlus Phoenix won
Champions Tour Stage 1: EMEA Challengers,Playoffs,Lower Round 2,Team Liquid vs G2 Esports,Team Liquid,G2 Esports,0,2,G2 Esports won
Champions Tour Stage 1: EMEA Challengers,Playoffs,Lower Final,FNATIC vs G2 Esports,FNATIC,G2 Esports,0,3,G2 Esports won
Champions Tour Stage 1: EMEA Challengers,Playoffs,Grand Final,FunPlus Phoenix vs G2 Esports,FunPlus Phoenix,G2 Esports,3,1,FunPlus Phoenix won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Upper Bracket Quarterfinals,ZETA DIVISION vs REIGNITE,ZETA DIVISION,REIGNITE,2,0,ZETA DIVISION won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Upper Bracket Quarterfinals,Crazy Raccoon vs NORTHEPTION,Crazy Raccoon,NORTHEPTION,2,1,Crazy Raccoon won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Upper Bracket Quarterfinals,REJECT vs FAV gaming,REJECT,FAV gaming,0,2,FAV gaming won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Upper Bracket Quarterfinals,CREST GAMING Zst vs IGZIST,CREST GAMING Zst,IGZIST,0,2,IGZIST won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Lower Bracket Round 1,REIGNITE vs NORTHEPTION,REIGNITE,NORTHEPTION,0,2,NORTHEPTION won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Lower Bracket Round 1,REJECT vs CREST GAMING Zst,REJECT,CREST GAMING Zst,2,0,REJECT won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Upper Bracket Semifinals,ZETA DIVISION vs Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,2,1,ZETA DIVISION won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Upper Bracket Semifinals,FAV gaming vs IGZIST,FAV gaming,IGZIST,1,2,IGZIST won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Lower Bracket Round 2,FAV gaming vs NORTHEPTION,FAV gaming,NORTHEPTION,2,0,FAV gaming won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Lower Bracket Round 2,Crazy Raccoon vs REJECT,Crazy Raccoon,REJECT,2,1,Crazy Raccoon won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Upper Bracket Final,ZETA DIVISION vs IGZIST,ZETA DIVISION,IGZIST,2,0,ZETA DIVISION won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Lower Bracket Round 3,FAV gaming vs Crazy Raccoon,FAV gaming,Crazy Raccoon,0,2,Crazy Raccoon won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Lower Bracket Final,IGZIST vs Crazy Raccoon,IGZIST,Crazy Raccoon,0,2,Crazy Raccoon won
Champions Tour Japan Stage 1: Challengers Playoffs,Playoffs,Grand Final,ZETA DIVISION vs Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,3,1,ZETA DIVISION won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group J,ESportsConnected vs Veni Vidi Vici,ESportsConnected,Veni Vidi Vici,2,0,ESportsConnected won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group L,Veronica7 vs CoreNine Esports,Veronica7,CoreNine Esports,2,0,Veronica7 won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group K,SPEAR GAMING vs WNF Esports,SPEAR GAMING,WNF Esports,2,0,SPEAR GAMING won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group A,HolyMolly vs oFby,HolyMolly,oFby,2,0,HolyMolly won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group A,Flying High vs FIRST PIECE,Flying High,FIRST PIECE,2,0,Flying High won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group H,Never Surrender vs Team GP,Never Surrender,Team GP,0,2,Team GP won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group D,Alpha Six Gaming vs INS4NE,Alpha Six Gaming,INS4NE,1,2,INS4NE won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group D,Team LuZi vs Lone Way E-SPORTS,Team LuZi,Lone Way E-SPORTS,2,0,Team LuZi won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group C,Desperado vs LEVEL UP,Desperado,LEVEL UP,2,0,Desperado won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group I,CNJ Esports vs Bottom Fraggers,CNJ Esports,Bottom Fraggers,2,0,CNJ Esports won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group B,Fiat Lux vs GCA,Fiat Lux,GCA,2,1,Fiat Lux won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group B,VPZ vs KPZ,VPZ,KPZ,2,0,VPZ won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group E,Maru Gaming vs No Smoke,Maru Gaming,No Smoke,2,0,Maru Gaming won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group E,Team T5 vs Acris Esports,Team T5,Acris Esports,2,0,Team T5 won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group G,Next eSports vs SNJ,Next eSports,SNJ,2,0,Next eSports won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group G,Warriors Esports vs 18again,Warriors Esports,18again,2,0,Warriors Esports won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group F,Pentagon vs nice try,Pentagon,nice try,2,0,Pentagon won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group F,zerotwo vs miracle victory,zerotwo,miracle victory,2,0,zerotwo won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group L,Veronica7 vs PieSKipper,Veronica7,PieSKipper,2,0,Veronica7 won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group A,FIRST PIECE vs oFby,FIRST PIECE,oFby,0,2,oFby won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group I,Bottom Fraggers vs Amollang,Bottom Fraggers,Amollang,0,2,Amollang won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group F,Pentagon vs zerotwo,Pentagon,zerotwo,2,0,Pentagon won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group A,Flying High vs HolyMolly,Flying High,HolyMolly,0,2,HolyMolly won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group J,ESportsConnected vs 1TK,ESportsConnected,1TK,2,0,ESportsConnected won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group K,WNF Esports vs Straight Warfare,WNF Esports,Straight Warfare,0,2,Straight Warfare won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group H,Never Surrender vs Team Inv,Never Surrender,Team Inv,0,2,Team Inv won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group C,PC vs LEVEL UP,PC,LEVEL UP,0,2,LEVEL UP won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group E,Maru Gaming vs Team T5,Maru Gaming,Team T5,0,2,Team T5 won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group E,Acris Esports vs No Smoke,Acris Esports,No Smoke,2,0,Acris Esports won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group F,nice try vs miracle victory,nice try,miracle victory,0,2,miracle victory won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group B,Fiat Lux vs VPZ,Fiat Lux,VPZ,1,2,VPZ won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group B,KPZ vs GCA,KPZ,GCA,2,0,KPZ won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group G,18again vs Next eSports,18again,Next eSports,0,2,Next eSports won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group D,Team LuZi vs INS4NE,Team LuZi,INS4NE,2,0,Team LuZi won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group D,Lone Way E-SPORTS vs Alpha Six Gaming,Lone Way E-SPORTS,Alpha Six Gaming,2,0,Lone Way E-SPORTS won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group G,Warriors Esports vs SNJ,Warriors Esports,SNJ,2,0,Warriors Esports won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group J,Veni Vidi Vici vs 1TK,Veni Vidi Vici,1TK,2,0,Veni Vidi Vici won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group A,HolyMolly vs FIRST PIECE,HolyMolly,FIRST PIECE,2,0,HolyMolly won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group A,oFby vs Flying High,oFby,Flying High,2,0,oFby won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group K,SPEAR GAMING vs Straight Warfare,SPEAR GAMING,Straight Warfare,2,0,SPEAR GAMING won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group E,Maru Gaming vs Acris Esports,Maru Gaming,Acris Esports,2,1,Maru Gaming won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group H,Team GP vs Team Inv,Team GP,Team Inv,2,0,Team GP won
Champions Tour Korea Stage 1: Challengers,Open Qualifier: Round of 42,Group I,Amollang vs CNJ Esports,Amollang,CNJ Esports,1,2,CNJ Esports won
